org,category,group,product,date,unit_price,amazon,wal-mart,target,costco,family dollar,dollar general,cvs,kroger,walgreens,rite aid,ahold,safeway,brand
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,32435,18345,12771,6755,6811,6515,6628,6151,4794,3914,2199,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,188636,103234,70746,39313,38588,38066,37366,34690,27455,22569,12596,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,74416,41370,29431,15860,15897,15047,15189,14202,11061,9032,5053,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,45671,26426,17562,9685,9499,9300,9515,8662,6749,5653,3209,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,10207,5738,3871,2087,2112,1997,2028,1920,1476,1249,681,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,61325,33590,23630,12595,12318,12126,12177,11478,8952,7249,4099,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,6116,3471,2361,1274,1307,1247,1243,1195,933,744,429,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,3191,1767,1183,651,649,622,638,580,457,386,212,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,5584,3137,2189,1181,1170,1153,1149,1068,832,687,384,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,6183,3433,2389,1307,1301,1224,1249,1169,899,762,425,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0M0X - MP SICLE HIGH,1/1/19,17.4,0,18924,10630,7270,3937,3942,3933,3842,3672,2786,2290,1303,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0N00 - MP SICLE SPECIAL PACKS,1/1/19,5.56,0,102877,57062,38269,21318,21350,20742,20120,19339,14767,12288,6774,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,15649,8414,5852,3156,3178,3081,3042,2921,2261,1859,1024,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,20949,11732,8269,4405,4363,4315,4244,3936,3166,2551,1422,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,15318,8615,6013,3193,3277,3130,3135,2906,2271,1869,1041,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,16795,9409,6350,3448,3469,3434,3408,3229,2488,2012,1146,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,29459,16520,11473,6267,6110,5953,5961,5619,4468,3669,2051,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,69579,38019,26101,14033,14314,13583,13652,12778,10008,8393,4549,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,13853,7748,5390,2872,2859,2832,2833,2674,2061,1711,966,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,13602,7603,5336,2802,2873,2767,2721,2619,2000,1646,911,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,21572,12180,8582,4507,4662,4379,4469,4220,3211,2714,1469,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2A - PS MP VALUE ADDED LOW 6P,1/1/19,11.29,0,6786,3789,2611,1428,1445,1403,1366,1312,1029,834,463,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,1/1/19,5.72,0,179777,101350,68062,36635,37997,35418,36639,34102,27016,21466,12185,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,1/1/19,5.72,0,202141,111040,78647,42463,41073,40421,40018,37619,29962,24280,13636,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,1/1/19,5.75,0,94410,52268,37302,19758,19715,19138,19310,17691,14345,11644,6517,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,1/1/19,5.7,0,21010,11506,8072,4458,4395,4217,4177,3970,3085,2507,1438,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0Q2B - PS MP VALUE 6P,1/1/19,5.7,0,11632,6587,4459,2424,2462,2392,2423,2200,1737,1436,818,SICLE
Ice Cream,GHB NOVELTIES,SICLE MULTIPACK,0V06 - 4-24 BX CREAM SICLE,1/1/19,17.4,0,3746,2141,1435,776,789,765,751,710,569,461,253,SICLE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,011J - MP KLONDIKE BARS FE,1/1/19,46.89,0,312,174,118,65,66,62,63,60,47,38,21,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0510 - KLONDIKE 1140P MIXED PALLET,1/1/19,3148.79,0,73,41,28,15,15,14,15,13,10,8,5,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0H38 - KLONDIKE MIXED 720P PALLET,1/1/19,1988.71,0,98,53,37,19,19,19,19,18,14,11,6,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0M29 - KLONDIKE SANDWICH 6-4CT,1/1/19,17.58,0,45690,25282,17720,9489,9482,9118,9037,8496,6764,5505,3106,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0M29 - KLONDIKE SANDWICH 6-4CT,1/1/19,17.58,0,74322,41227,28785,15613,15254,15088,14554,14180,11078,8967,5067,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0M29 - KLONDIKE SANDWICH 6-4CT,1/1/19,17.58,0,5159,2864,1979,1063,1067,1049,1038,1002,760,632,346,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,177988,100505,69202,37106,37575,36217,35534,34056,26516,22149,12365,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,46772,26731,18515,9733,9795,9517,9455,8854,6989,5772,3208,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,28003,15444,10693,5654,5675,5554,5509,5221,4043,3307,1898,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,9306,5256,3537,1968,1938,1899,1853,1731,1388,1155,645,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,37472,20338,14470,7760,7833,7423,7428,7143,5589,4598,2507,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,76531,43751,29346,16123,16026,15307,15580,14299,11526,9238,5148,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,46901,25781,17927,9834,9629,9433,9478,8819,6961,5604,3125,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,13745,7541,5145,2810,2767,2768,2730,2562,2014,1660,934,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,28131,15377,10966,5841,5829,5606,5740,5291,4079,3347,1891,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,9232,5225,3649,1969,1969,1886,1892,1769,1372,1121,646,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,12324,6874,4807,2595,2604,2481,2472,2314,1810,1490,848,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,39666,21756,15471,8119,8175,8052,7921,7531,5803,4813,2709,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,47264,26894,18154,10057,9711,9567,9694,8992,7157,5808,3281,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,102523,57516,39853,21188,21415,21200,20452,19880,15585,12389,7095,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,4293,2470,1660,917,889,868,889,814,639,540,301,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,9048,4982,3361,1882,1835,1803,1786,1655,1290,1098,612,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,52011,28184,19527,10445,10700,10318,10492,9640,7666,6339,3532,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,21144,11565,8062,4299,4402,4298,4184,3933,3077,2572,1439,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N01 - MP KLONDIKE BARS,1/1/19,35.16,0,15621,8694,5881,3260,3247,3087,3125,2895,2280,1893,1031,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N05 - MP KLONDIKE STICKLESS (4-CNT),1/1/19,23.52,0,33567,18928,12946,7013,6803,6783,6656,6176,4870,4089,2299,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0N06 - MP KLONDIKE SPECIAL PACKS,1/1/19,7.86,0,156144,87834,62004,32927,33242,32549,32557,29495,23470,19233,10772,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0R2L - KL CHOCO TACO 6 4PK,1/1/19,17.58,0,70074,39304,27120,14887,14827,14337,13978,13310,10516,8464,4804,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0R2L - KL CHOCO TACO 6 4PK,1/1/19,17.58,0,13195,7250,4957,2680,2692,2607,2613,2480,1906,1576,868,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0R2L - KL CHOCO TACO 6 4PK,1/1/19,17.58,0,4412,2451,1723,941,905,889,893,839,663,541,297,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE MULTIPACK,0S06 - 12-4 PK KLONDIKE HEATH,1/1/19,23.52,0,6186,3435,2396,1301,1297,1262,1252,1175,931,773,420,KLONDIKE
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,005X - GH 12-4PK,1/1/19,21.62,0,16563,9090,6394,3387,3382,3365,3345,3167,2452,2004,1110,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,023M - REESES IC CUP 12 6PK,1/1/19,32.31,0,42813,23813,16001,8632,8735,8423,8366,7952,6149,5180,2908,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,023M - REESES IC CUP 12 6PK,1/1/19,32.31,0,10192,5751,3995,2086,2140,2013,2025,1943,1535,1253,694,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,023M - REESES IC CUP 12 6PK,1/1/19,32.31,0,17174,9685,6655,3591,3610,3503,3424,3294,2579,2061,1148,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0D36 - REESES 1-18PK,1/1/19,7.59,0,1068,605,414,220,225,212,214,198,158,128,73,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0H3L - GOOD HUMOR VARIETY PACK 1-24CT,1/1/19,7.41,0,245090,132919,91650,50247,50822,48700,48687,45749,35466,29707,16288,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0L29 - GOOD HUMOR PREMIUM 6-4CT,1/1/19,16.1,0,22291,12223,8433,4609,4543,4404,4497,4126,3260,2718,1505,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,11221,6229,4238,2361,2364,2243,2253,2101,1642,1357,752,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,15516,8887,6193,3297,3295,3168,3185,2944,2379,1936,1051,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,6955,3821,2697,1472,1452,1386,1418,1313,1044,853,478,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,61184,34646,23166,12877,12677,12402,12270,11752,8919,7482,4222,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,422,243,166,89,90,84,87,81,63,52,28,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,8561,4764,3312,1771,1745,1688,1702,1586,1272,1048,563,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,2105,1171,792,430,439,421,420,393,312,249,142,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N08 - GOOD HUMOR BARS-POPS,1/1/19,32.19,0,6847,3763,2544,1407,1425,1345,1377,1292,980,824,450,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0N09 - GOOD HUMOR VARIETY PACK 30 CNT,1/1/19,9.93,0,511,290,194,107,106,102,104,96,75,63,35,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR MULTIPACK,0X05 - GOOD HUMOR VARIETY PACK 36 CNT,1/1/19,10.16,0,75993,42244,29781,16181,15783,15532,15280,14486,11379,9129,5144,GOOD HUMOR
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0M2U - BREYERS NOVELTIES 6-6PK,1/1/19,16.93,0,259,146,100,54,53,52,51,50,38,31,17,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0G - MP BREYERS FRUIT BARS,1/1/19,25.78,0,1359,763,531,291,292,283,282,259,206,166,93,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0G - MP BREYERS FRUIT BARS,1/1/19,25.78,0,825,459,319,169,171,167,166,156,122,97,54,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0M - BREYERS CARBSMART BARS,1/1/19,31.84,0,14628,8048,5748,3017,3119,2946,2933,2753,2187,1808,981,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0M - BREYERS CARBSMART BARS,1/1/19,31.84,0,24845,13745,9427,5232,5171,5037,4973,4606,3627,3042,1691,BREYERS
Ice Cream,GHB NOVELTIES,BREYERS MULTIPACK,0N0M - BREYERS CARBSMART BARS,1/1/19,31.84,0,26870,14871,10227,5555,5633,5438,5289,5002,3956,3226,1786,BREYERS
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0830 - 4-24PK PS AIR HEADS,1/1/19,25.66,0,1472,814,574,305,303,294,294,277,222,180,99,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0M2J - PS RAINBOX 5 FLAVOR 6-12CT,1/1/19,24.95,0,11612,6520,4501,2456,2493,2373,2392,2204,1707,1433,807,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0M2K - PS SPONGEBOB POPUP 1-24CT,1/1/19,8.32,0,4553,2556,1721,960,933,910,907,862,670,557,311,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U08 - 1-12 BK POPSICLE COOKIES & CREAM CUP,1/1/19,7.96,0,4030,2225,1510,828,835,786,795,745,588,483,266,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U09 - 1-12 BK POPSICLE POP SHOTS,1/1/19,6.65,0,20202,11449,7937,4222,4194,4168,4159,3949,3079,2476,1374,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U09 - 1-12 BK POPSICLE POP SHOTS,1/1/19,6.65,0,2055,1151,782,432,422,408,419,392,301,252,137,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0C - 1-24 BX AND CT MATERIAL PRICE 7.44,1/1/19,8.32,0,26293,15248,10503,5482,5674,5472,5402,5159,3898,3315,1809,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0C - 1-24 BX AND CT MATERIAL PRICE 7.44,1/1/19,8.32,0,43391,23828,16832,9076,8936,8770,8828,8024,6315,5335,2896,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0J - 1-24 BK HYPER STRIPE,1/1/19,6.42,0,10181,5638,3892,2095,2100,2066,2080,1958,1507,1257,681,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0P - 1-24 BK PS SCRIBBLER 2PK,1/1/19,4.99,0,50516,27732,18967,10330,10458,10068,10149,9519,7289,6093,3427,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0Q - 1-24 BK SCREWBALL,1/1/19,8.32,0,2999,1676,1122,629,616,606,594,572,440,368,200,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0U0R - 1-24 BK SNOWCONES,1/1/19,10.93,0,3056,1743,1193,630,646,626,611,578,453,369,209,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V01 - 1-72 CT/BX PS FIRECRACKER,1/1/19,14.97,0,15519,8529,5846,3159,3130,3103,3028,2885,2298,1840,1036,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V06 - 4-24 BX CREAM SICLE,1/1/19,19.96,0,5545,3193,2170,1160,1154,1122,1124,1055,839,688,377,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0A - 4-24 BX REG ICE CREAM CRUNCH,1/1/19,25.66,0,3278,1805,1232,687,687,648,649,618,482,393,222,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0A - 4-24 BX REG ICE CREAM CRUNCH,1/1/19,25.66,0,1206,679,456,251,249,240,245,232,177,146,81,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0B - 4-24 BK BIG STICK C-P,1/1/19,19.96,0,3388,1834,1259,693,680,669,684,633,498,407,228,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0C - 4-24 BK FUDGSICLE BAR,1/1/19,19.96,0,3159,1760,1219,656,649,623,626,591,461,371,208,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0F - 4-24 BK POPSICLE LICK A COLOR,1/1/19,25.66,0,6073,3281,2264,1218,1233,1210,1181,1104,896,714,403,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0I - 6-12 BK SICLE MATERIAL 16.56,1/1/19,19.25,0,1435,810,552,305,302,288,289,273,216,177,97,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0I - 6-12 BK SICLE MATERIAL 16.56,1/1/19,19.25,0,177,99,69,37,37,36,36,34,26,22,12,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0I - 6-12 BK SICLE MATERIAL 16.56,1/1/19,19.25,0,99,56,37,20,20,19,19,18,14,11,6,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,1/1/19,32.79,0,7241,4078,2807,1540,1499,1485,1492,1379,1081,874,499,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,1/1/19,32.79,0,5608,3096,2105,1172,1153,1133,1129,1065,806,666,375,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,1/1/19,32.79,0,23693,13058,8925,4813,4787,4710,4635,4451,3423,2798,1577,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,1/1/19,32.79,0,450,256,176,94,93,90,93,85,68,56,31,SICLE
Ice Cream,GHB NOVELTIES,SICLE IMPULSE,0V0J - 6-12 BX MATERIAL AND LIST PRICE 26.64,1/1/19,32.79,0,361,202,140,76,76,74,73,67,54,43,25,SICLE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0A1T - KL OREO SANDWICH 1BX 24 4.5Z,1/1/19,19.96,0,27591,15450,10724,5607,5600,5593,5478,5206,4136,3300,1885,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0V0Y - 1-24 BX TACO/BARS,1/1/19,19.96,0,105388,57363,40087,21489,22010,21204,21226,20139,15306,12500,7211,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0W04 - 1-24 BK KLONDIKE KRUNCH 4 OZ,1/1/19,15.92,0,26915,15282,10551,5691,5643,5579,5456,5207,4091,3266,1815,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0X0A - 1-24 BK KL GIANT ORIGINAL BAR,1/1/19,15.92,0,78720,43841,30323,16464,15900,15764,15547,14882,11329,9364,5259,KLONDIKE
Ice Cream,GHB NOVELTIES,KLONDIKE IMPULSE,0X2K - 2-12 BK MRS FIELDS,1/1/19,26.61,0,43249,23419,16469,8985,8799,8698,8742,8072,6284,5212,2917,KLONDIKE
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0F - 1-12 BX GIANT KING CONE,1/1/19,13.31,0,95390,51986,35642,19394,19374,19187,19342,18160,14221,11445,6431,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,1/1/19,14.02,0,6488,3678,2504,1343,1363,1321,1333,1249,963,785,434,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,1/1/19,14.02,0,3189,1762,1215,653,654,636,637,589,470,393,218,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,1/1/19,14.02,0,119100,66825,46328,24651,24570,24004,23931,22041,17367,14607,8086,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,1/1/19,14.02,0,20620,11688,7958,4350,4377,4203,4180,3929,3009,2520,1398,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0G - 1-24 BX GH BAR,1/1/19,14.02,0,16557,9059,6253,3369,3374,3280,3316,3079,2373,1959,1087,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0J - 1-24 BK GH BAR,1/1/19,15.92,0,58682,32376,22314,12344,11939,11926,11823,10991,8739,7128,3947,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0J - 1-24 BK GH BAR,1/1/19,15.92,0,100137,55311,38437,20921,20246,20124,19807,18472,14489,12022,6651,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0L - 1-24 BK GH KING CONE,1/1/19,14.73,0,66737,37028,25991,14099,13655,13489,13213,12576,9955,8126,4515,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0O - 1-24 BK GH SANDWICH,1/1/19,15.92,0,52319,29142,20065,11259,10834,10751,10823,10223,7809,6339,3576,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0R - 2-24 BX GIANT SANDWICH,1/1/19,21.86,0,72859,41508,28739,15545,15375,14744,14651,13732,10949,8988,5096,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0R - 2-24 BX GIANT SANDWICH,1/1/19,21.86,0,14213,7881,5356,2979,2926,2875,2870,2621,2116,1714,941,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0S - 2-24 BX NSA CUP 4 OZ,1/1/19,16.16,0,7154,3929,2734,1476,1477,1407,1433,1330,1042,878,484,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0T - 2-24 BK GH SH 4 OZ CUP ORANGE,1/1/19,13.31,0,4585,2609,1741,967,969,913,913,876,682,552,318,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,1/1/19,13.78,0,21541,12052,8345,4460,4547,4347,4314,4192,3262,2703,1500,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,1/1/19,13.78,0,5565,3059,2136,1160,1151,1106,1106,1047,819,670,373,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0U - 2-24 BK GH 4 OZ CUP,1/1/19,13.78,0,10239,5642,3945,2168,2104,2071,2081,1933,1532,1231,682,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0Z - 4-24 BK GH SANDWICH,1/1/19,33.26,0,3247,1787,1234,664,668,629,633,605,473,380,212,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0W0Z - 4-24 BK GH SANDWICH,1/1/19,33.26,0,4980,2696,1889,1025,1033,992,1004,932,738,606,334,GOOD HUMOR
Ice Cream,GHB NOVELTIES,GOOD HUMOR IMPULSE,0X00 - 4-24 BK GH BAR,1/1/19,25.66,0,4293,2425,1677,910,910,884,877,835,647,524,291,GOOD HUMOR
